scenario_id,scenario_name,scenario_description,scenario_hook,turning_point,round_number,driver_code,actual_cumulative_points,alt_cumulative_points,delta,actual_championship_prob,alt_championship_prob,p_incident
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,14,VER,173.0,173.0,0.0,0.0,0.0,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,14,PIA,263.0,263.0,0.0,0.85928,0.85928,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,15,NOR,260.0,260.0,0.0,0.9037,0.9037,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,15,VER,191.0,191.0,0.0,0.0,0.0,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,15,PIA,288.0,288.0,0.0,0.0963,0.0963,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,16,NOR,278.0,278.0,0.0,0.92186,0.92186,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,16,VER,216.0,216.0,0.0,0.00026,0.00026,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,16,PIA,303.0,303.0,0.0,0.07788,0.07788,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,17,NOR,284.0,284.0,0.0,0.0702,0.0702,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,17,VER,241.0,241.0,0.0,0.00936,0.00936,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,17,PIA,303.0,303.0,0.0,0.92044,0.92044,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,18,NOR,299.0,299.0,0.0,0.9999,0.9999,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,18,VER,259.0,259.0,0.0,2e-05,2e-05,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,18,PIA,315.0,315.0,0.0,8e-05,8e-05,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,19,NOR,317.0,317.0,0.0,0.99806,0.99806,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,19,VER,284.0,284.0,0.0,0.00056,0.00056,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,19,PIA,325.0,325.0,0.0,0.00138,0.00138,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,20,NOR,342.0,342.0,0.0,0.9752,0.9752,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,20,VER,299.0,299.0,0.0,0.00078,0.00078,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,20,PIA,335.0,335.0,0.0,0.02402,0.02402,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,21,NOR,367.0,360.0,-7.0,0.99706,0.9863,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,21,VER,314.0,324.0,10.0,0.0,0.00555,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,21,PIA,345.0,345.0,0.0,0.00294,0.00815,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,22,NOR,367.0,360.0,-7.0,0.9993,0.98215,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,22,VER,339.0,349.0,10.0,6e-05,0.013,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,22,PIA,345.0,345.0,0.0,0.00064,0.00485,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,23,NOR,379.0,372.0,-7.0,0.9946,0.85745,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,23,VER,364.0,374.0,10.0,0.00204,0.11335,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,23,PIA,363.0,363.0,0.0,0.00336,0.0292,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,24,NOR,394.0,387.0,-7.0,1.0,0.0,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,24,VER,389.0,399.0,10.0,0.0,1.0,0.3048
saopaulo_ver,Interlagos What-If,Verstappen wins São Paulo from P19 on the grid. A chaotic race — and a 17-point swing that would have made Abu Dhabi a genuine decider.,VER +17 pt swing,21,24,PIA,381.0,381.0,0.0,0.0,0.0,0.3048
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,1,NOR,25.0,25.0,0.0,1.0,1.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,1,VER,18.0,18.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,1,PIA,2.0,2.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,2,NOR,43.0,43.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,2,VER,30.0,30.0,0.0,0.00178,0.00178,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,2,PIA,27.0,27.0,0.0,0.99822,0.99822,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,3,NOR,61.0,61.0,0.0,0.7675,0.7675,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,3,VER,55.0,55.0,0.0,0.02174,0.02174,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,3,PIA,42.0,42.0,0.0,0.21076,0.21076,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,4,NOR,76.0,76.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,4,VER,63.0,63.0,0.0,1.0,1.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,4,PIA,67.0,67.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,5,NOR,88.0,88.0,0.0,0.99994,0.99994,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,5,VER,81.0,81.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,5,PIA,92.0,92.0,0.0,6e-05,6e-05,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,6,NOR,106.0,106.0,0.0,1.0,1.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,6,VER,93.0,93.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,6,PIA,117.0,117.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,7,NOR,124.0,124.0,0.0,0.5659,0.5659,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,7,VER,118.0,118.0,0.0,0.0069,0.0069,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,7,PIA,132.0,132.0,0.0,0.4272,0.4272,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,8,NOR,149.0,149.0,0.0,0.00132,0.00132,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,8,VER,130.0,130.0,0.0,0.64344,0.64344,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,8,PIA,147.0,147.0,0.0,0.35524,0.35524,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,9,NOR,167.0,167.0,0.0,0.81102,0.81102,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,9,VER,131.0,131.0,0.0,0.05312,0.05312,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,9,PIA,172.0,172.0,0.0,0.13586,0.13586,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,10,NOR,167.0,167.0,0.0,0.99838,0.99838,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,10,VER,149.0,149.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,10,PIA,184.0,184.0,0.0,0.00162,0.00162,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,11,NOR,192.0,192.0,0.0,0.99982,0.99982,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,11,VER,149.0,149.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,11,PIA,202.0,202.0,0.0,0.00018,0.00018,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,12,NOR,217.0,217.0,0.0,0.49306,0.49306,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,12,VER,159.0,159.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,12,PIA,220.0,220.0,0.0,0.50694,0.50694,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,13,NOR,235.0,235.0,0.0,0.279,0.279,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,13,VER,171.0,171.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,13,PIA,245.0,245.0,0.0,0.721,0.721,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,14,NOR,260.0,260.0,0.0,0.14072,0.14072,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,14,VER,173.0,173.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,14,PIA,263.0,263.0,0.0,0.85928,0.85928,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,15,NOR,260.0,260.0,0.0,0.9037,0.9037,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,15,VER,191.0,191.0,0.0,0.0,0.0,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,15,PIA,288.0,288.0,0.0,0.0963,0.0963,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,16,NOR,278.0,278.0,0.0,0.92186,0.92186,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,16,VER,216.0,216.0,0.0,0.00026,0.00026,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,16,PIA,303.0,303.0,0.0,0.07788,0.07788,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,17,NOR,284.0,284.0,0.0,0.0702,0.0702,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,17,VER,241.0,241.0,0.0,0.00936,0.00936,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,17,PIA,303.0,303.0,0.0,0.92044,0.92044,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,18,NOR,299.0,299.0,0.0,0.9999,0.9999,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,18,VER,259.0,259.0,0.0,2e-05,2e-05,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,18,PIA,315.0,315.0,0.0,8e-05,8e-05,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,19,NOR,317.0,317.0,0.0,0.99806,0.99806,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,19,VER,284.0,284.0,0.0,0.00056,0.00056,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,19,PIA,325.0,325.0,0.0,0.00138,0.00138,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,20,NOR,342.0,342.0,0.0,0.9752,0.9752,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,20,VER,299.0,299.0,0.0,0.00078,0.00078,0.98765
qatar_kimi,The Kimi Moment,Kimi Antonelli holds P4 and doesn't yield to Norris in Qatar. Just 2 points — but they cut the final margin from 5 to 3.,2 pts · margin becomes 3,23,20,PIA,335.0,335.0,0.0,0.02402,0.02402,0.98765
